,method,error_test,subproblem,subproblem_id,dataset_id,num_boost_round
493,LASSO (Saabas),0.46093423651191834,classification,1,23,8
494,LASSO (Shap),0.46540538604706094,classification,1,23,8
495,Vanilla,0.4569052810686799,classification,1,23,16
496,LASSO (Saabas),0.4668059179375247,classification,1,23,16
497,LASSO (Shap),0.46564596150355286,classification,1,23,16
498,Vanilla,0.4554108427358241,classification,1,23,32
499,LASSO (Saabas),0.47179703851613053,classification,1,23,32
500,LASSO (Shap),0.472762074154104,classification,1,23,32
501,Vanilla,0.45941273344020717,classification,1,23,64
502,LASSO (Saabas),0.4760135334629525,classification,1,23,64
503,LASSO (Shap),0.48051598514555915,classification,1,23,64
504,Vanilla,0.48253055376921394,classification,1,24,1
505,LASSO (Saabas),0.49945469780223806,classification,1,24,1
506,LASSO (Shap),0.5002642280293386,classification,1,24,1
507,Vanilla,0.47204987482586214,classification,1,24,2
508,LASSO (Saabas),0.48496665196902067,classification,1,24,2
509,LASSO (Shap),0.49552551897095,classification,1,24,2
510,Vanilla,0.47487215245316405,classification,1,24,4
511,LASSO (Saabas),0.48658461376197726,classification,1,24,4
512,LASSO (Shap),0.4907798517246784,classification,1,24,4
513,Vanilla,0.47550589688112044,classification,1,24,8
514,LASSO (Saabas),0.4872216541736676,classification,1,24,8
515,LASSO (Shap),0.5010451930640782,classification,1,24,8
516,Vanilla,0.4763483869455607,classification,1,24,16
517,LASSO (Saabas),0.4901702778441044,classification,1,24,16
518,LASSO (Shap),0.5049734563443292,classification,1,24,16
519,Vanilla,0.47216926268111425,classification,1,24,32
520,LASSO (Saabas),0.4964711000821799,classification,1,24,32
521,LASSO (Shap),0.505899078442948,classification,1,24,32
522,Vanilla,0.46657542895397186,classification,1,24,64
523,LASSO (Saabas),0.5001818284359898,classification,1,24,64
524,LASSO (Shap),0.5022606786210776,classification,1,24,64
525,Vanilla,0.4716202317190742,classification,1,25,1
526,LASSO (Saabas),0.5082910984164799,classification,1,25,1
527,LASSO (Shap),0.5055682209908527,classification,1,25,1
528,Vanilla,0.4682498321760309,classification,1,25,2
529,LASSO (Saabas),0.5036283135458499,classification,1,25,2
530,LASSO (Shap),0.48888920865289753,classification,1,25,2
531,Vanilla,0.46824388873630585,classification,1,25,4
532,LASSO (Saabas),0.4895659787500133,classification,1,25,4
533,LASSO (Shap),0.476263465801135,classification,1,25,4
534,Vanilla,0.4736951178083597,classification,1,25,8
535,LASSO (Saabas),0.48962947971128645,classification,1,25,8
536,LASSO (Shap),0.48574669310141827,classification,1,25,8
537,Vanilla,0.4662787998756257,classification,1,25,16
538,LASSO (Saabas),0.47889468912994926,classification,1,25,16
539,LASSO (Shap),0.4756373713479909,classification,1,25,16
540,Vanilla,0.4647222442928902,classification,1,25,32
541,LASSO (Saabas),0.4872829158640416,classification,1,25,32
542,LASSO (Shap),0.48122655078418997,classification,1,25,32
543,Vanilla,0.4688191511391697,classification,1,25,64
544,LASSO (Saabas),0.4895073263843053,classification,1,25,64
545,LASSO (Shap),0.4798021585321832,classification,1,25,64
546,Vanilla,0.4832281980169305,classification,1,26,1
547,LASSO (Saabas),0.4937545007967543,classification,1,26,1
548,LASSO (Shap),0.4966687924434403,classification,1,26,1
549,Vanilla,0.48860553438018217,classification,1,26,2
550,LASSO (Saabas),0.49221935489541113,classification,1,26,2
551,LASSO (Shap),0.48878034793527747,classification,1,26,2
552,Vanilla,0.4844459879671147,classification,1,26,4
553,LASSO (Saabas),0.4867443811105783,classification,1,26,4
554,LASSO (Shap),0.4854889643622038,classification,1,26,4
555,Vanilla,0.482246880134204,classification,1,26,8
556,LASSO (Saabas),0.48892549948887976,classification,1,26,8
557,LASSO (Shap),0.4799490362870644,classification,1,26,8
558,Vanilla,0.478023889995721,classification,1,26,16
559,LASSO (Saabas),0.48748387128668813,classification,1,26,16
560,LASSO (Shap),0.4819653657681826,classification,1,26,16
561,Vanilla,0.48064485740542073,classification,1,26,32
562,LASSO (Saabas),0.49648010915616547,classification,1,26,32
563,LASSO (Shap),0.49553271032144264,classification,1,26,32
564,Vanilla,0.47677190634937117,classification,1,26,64
565,LASSO (Saabas),0.49585418599503117,classification,1,26,64
566,LASSO (Shap),0.49455921991133267,classification,1,26,64
567,Vanilla,0.4656819083566319,classification,1,27,1
568,LASSO (Saabas),0.47978946808504863,classification,1,27,1
569,LASSO (Shap),0.4698030700490289,classification,1,27,1
570,Vanilla,0.4676460786341151,classification,1,27,2
571,LASSO (Saabas),0.4785652370492315,classification,1,27,2
572,LASSO (Shap),0.47516651007582034,classification,1,27,2
573,Vanilla,0.47213782057022946,classification,1,27,4
574,LASSO (Saabas),0.4751081616668865,classification,1,27,4
575,LASSO (Shap),0.4670547242942692,classification,1,27,4
576,Vanilla,0.46623133325843025,classification,1,27,8
577,LASSO (Saabas),0.4791567270830518,classification,1,27,8
578,LASSO (Shap),0.46822969841742834,classification,1,27,8
579,Vanilla,0.4730650174963811,classification,1,27,16
580,LASSO (Saabas),0.48349662746196365,classification,1,27,16
581,LASSO (Shap),0.4801394228446776,classification,1,27,16
582,Vanilla,0.47436523715778656,classification,1,27,32
583,LASSO (Saabas),0.4894248258096452,classification,1,27,32
584,LASSO (Shap),0.48826817037301184,classification,1,27,32
585,Vanilla,0.4716533930821041,classification,1,27,64
586,LASSO (Saabas),0.483635713785585,classification,1,27,64
587,LASSO (Shap),0.48564588432034417,classification,1,27,64
588,Vanilla,0.47263866050282866,classification,1,28,1
589,LASSO (Saabas),0.4773420344113155,classification,1,28,1
590,LASSO (Shap),0.48032725567862555,classification,1,28,1
591,Vanilla,0.45835841270826216,classification,1,28,2
592,LASSO (Saabas),0.46510036920976705,classification,1,28,2
593,LASSO (Shap),0.46701191744317927,classification,1,28,2
594,Vanilla,0.4470630414473299,classification,1,28,4
595,LASSO (Saabas),0.44324546071932125,classification,1,28,4
596,LASSO (Shap),0.4503257733238186,classification,1,28,4
597,Vanilla,0.4498507303182926,classification,1,28,8
598,LASSO (Saabas),0.4507292840915751,classification,1,28,8
599,LASSO (Shap),0.4604635289007477,classification,1,28,8
600,Vanilla,0.45693087055595205,classification,1,28,16
601,LASSO (Saabas),0.45142961055436626,classification,1,28,16
602,LASSO (Shap),0.46135845752364013,classification,1,28,16
603,Vanilla,0.46600357144088334,classification,1,28,32
604,LASSO (Saabas),0.4526246298422154,classification,1,28,32
605,LASSO (Shap),0.46379727591449227,classification,1,28,32
606,Vanilla,0.4721081153754667,classification,1,28,64
607,LASSO (Saabas),0.45739729521957806,classification,1,28,64
608,LASSO (Shap),0.46602839226555526,classification,1,28,64
609,Vanilla,0.4871449602670215,classification,1,29,1
610,LASSO (Saabas),0.4825204815164911,classification,1,29,1
611,LASSO (Shap),0.4816008495133527,classification,1,29,1
612,Vanilla,0.48869250187555613,classification,1,29,2
613,LASSO (Saabas),0.4797628321839895,classification,1,29,2
614,LASSO (Shap),0.4777490334098332,classification,1,29,2
615,Vanilla,0.48474593832661605,classification,1,29,4
616,LASSO (Saabas),0.4950954345029195,classification,1,29,4
617,LASSO (Shap),0.4837413937737076,classification,1,29,4
618,Vanilla,0.47802884311706917,classification,1,29,8
619,LASSO (Saabas),0.4838606591984256,classification,1,29,8
620,LASSO (Shap),0.4774948498391509,classification,1,29,8
621,Vanilla,0.4706404816494698,classification,1,29,16
622,LASSO (Saabas),0.48010857724798006,classification,1,29,16
623,LASSO (Shap),0.481592953892901,classification,1,29,16
624,Vanilla,0.4718492041768664,classification,1,29,32
625,LASSO (Saabas),0.48603901932515436,classification,1,29,32
626,LASSO (Shap),0.49205922214009545,classification,1,29,32
627,Vanilla,0.4797894279581427,classification,1,29,64
628,LASSO (Saabas),0.48222280277349605,classification,1,29,64
629,LASSO (Shap),0.48432359189227825,classification,1,29,64
630,Vanilla,0.4712641710055022,classification,1,30,1
631,LASSO (Saabas),0.4787234872167663,classification,1,30,1
632,LASSO (Shap),0.48706096838199286,classification,1,30,1
633,Vanilla,0.4667719673471823,classification,1,30,2
634,LASSO (Saabas),0.5157942544277823,classification,1,30,2
635,LASSO (Shap),0.5052299978435795,classification,1,30,2
636,Vanilla,0.4674700915325911,classification,1,30,4
637,LASSO (Saabas),0.49860527739840743,classification,1,30,4
638,LASSO (Shap),0.4978345944098528,classification,1,30,4
639,Vanilla,0.4688902436212674,classification,1,30,8
640,LASSO (Saabas),0.5138219434095584,classification,1,30,8
641,LASSO (Shap),0.5148521766962824,classification,1,30,8
642,Vanilla,0.46050563313997883,classification,1,30,16
643,LASSO (Saabas),0.5078614411670168,classification,1,30,16
644,LASSO (Shap),0.5113203600001628,classification,1,30,16
645,Vanilla,0.4708301744259378,classification,1,30,32
646,LASSO (Saabas),0.5129476776436156,classification,1,30,32
647,LASSO (Shap),0.5140691180240136,classification,1,30,32
648,Vanilla,0.470047115753669,classification,1,30,64
649,LASSO (Saabas),0.5012180724313167,classification,1,30,64
650,LASSO (Shap),0.5091329155212095,classification,1,30,64
651,Vanilla,0.454969044503832,classification,1,31,1
652,LASSO (Saabas),0.5006935538011641,classification,1,31,1
653,LASSO (Shap),0.489874311295734,classification,1,31,1
654,Vanilla,0.4561139564840675,classification,1,31,2
655,LASSO (Saabas),0.47391076630526163,classification,1,31,2
656,LASSO (Shap),0.4712580003272382,classification,1,31,2
657,Vanilla,0.45870965257087204,classification,1,31,4
658,LASSO (Saabas),0.490285186399261,classification,1,31,4
659,LASSO (Shap),0.4889829808025883,classification,1,31,4
660,Vanilla,0.45063876108294476,classification,1,31,8
661,LASSO (Saabas),0.49190591508337544,classification,1,31,8
662,LASSO (Shap),0.4905509971487545,classification,1,31,8
663,Vanilla,0.4447695585264385,classification,1,31,16
664,LASSO (Saabas),0.491025829888992,classification,1,31,16
665,LASSO (Shap),0.490359405371092,classification,1,31,16
666,Vanilla,0.4408359530193908,classification,1,31,32
667,LASSO (Saabas),0.4973177151127257,classification,1,31,32
668,LASSO (Shap),0.4951673328569075,classification,1,31,32
669,Vanilla,0.45209052915315584,classification,1,31,64
670,LASSO (Saabas),0.5067460547274956,classification,1,31,64
671,LASSO (Shap),0.5073398065021442,classification,1,31,64
672,Vanilla,0.48070182408927975,classification,1,32,1
673,LASSO (Saabas),0.47040431330307897,classification,1,32,1
674,LASSO (Shap),0.46594179866151053,classification,1,32,1
675,Vanilla,0.46731192574149605,classification,1,32,2
676,LASSO (Saabas),0.47186199549127983,classification,1,32,2
677,LASSO (Shap),0.47289750019129684,classification,1,32,2
678,Vanilla,0.4658935329884103,classification,1,32,4
679,LASSO (Saabas),0.47549590036081535,classification,1,32,4
680,LASSO (Shap),0.4830638990423384,classification,1,32,4
681,Vanilla,0.46678556503210844,classification,1,32,8
682,LASSO (Saabas),0.4835115337300536,classification,1,32,8
683,LASSO (Shap),0.4766841482580212,classification,1,32,8
684,Vanilla,0.46643578605357494,classification,1,32,16
685,LASSO (Saabas),0.4798780703148452,classification,1,32,16
686,LASSO (Shap),0.4723405319818945,classification,1,32,16
687,Vanilla,0.46361283278298693,classification,1,32,32
688,LASSO (Saabas),0.4813968203516331,classification,1,32,32
689,LASSO (Shap),0.4809334404595834,classification,1,32,32
690,Vanilla,0.4602539539592567,classification,1,32,64
691,LASSO (Saabas),0.48086589794753165,classification,1,32,64
692,LASSO (Shap),0.4762519644717558,classification,1,32,64
693,Vanilla,0.47920935843131485,classification,1,33,1
694,LASSO (Saabas),0.4698032925691188,classification,1,33,1
695,LASSO (Shap),0.469516863494851,classification,1,33,1
696,Vanilla,0.47919516539082496,classification,1,33,2
697,LASSO (Saabas),0.4667127242094882,classification,1,33,2
698,LASSO (Shap),0.46837614855490517,classification,1,33,2
699,Vanilla,0.47329518604507814,classification,1,33,4
700,LASSO (Saabas),0.46674840956843433,classification,1,33,4
701,LASSO (Shap),0.47273381750074883,classification,1,33,4
702,Vanilla,0.4716563629698437,classification,1,33,8
703,LASSO (Saabas),0.47032316336649194,classification,1,33,8
704,LASSO (Shap),0.47252078672158615,classification,1,33,8
705,Vanilla,0.46832937910719563,classification,1,33,16
706,LASSO (Saabas),0.4962956164321345,classification,1,33,16
707,LASSO (Shap),0.49876899028817545,classification,1,33,16
708,Vanilla,0.46860742752898354,classification,1,33,32
709,LASSO (Saabas),0.5028852423738766,classification,1,33,32
710,LASSO (Shap),0.5060700254879973,classification,1,33,32
711,Vanilla,0.47643603831958725,classification,1,33,64
712,LASSO (Saabas),0.5122721138384577,classification,1,33,64
713,LASSO (Shap),0.5098479425227818,classification,1,33,64
714,Vanilla,0.4786443596672496,classification,1,34,1
715,LASSO (Saabas),0.48544971652625435,classification,1,34,1
716,LASSO (Shap),0.48856342393896046,classification,1,34,1
717,Vanilla,0.47791991204366013,classification,1,34,2
718,LASSO (Saabas),0.4803677210830287,classification,1,34,2
719,LASSO (Shap),0.48426786944311984,classification,1,34,2
720,Vanilla,0.4758467122344089,classification,1,34,4
721,LASSO (Saabas),0.4836157473639592,classification,1,34,4
722,LASSO (Shap),0.49171620833995655,classification,1,34,4
723,Vanilla,0.4814445239230647,classification,1,34,8
724,LASSO (Saabas),0.4847745456472209,classification,1,34,8
725,LASSO (Shap),0.48545673713771,classification,1,34,8
726,Vanilla,0.47710101732633925,classification,1,34,16
727,LASSO (Saabas),0.48204392518412553,classification,1,34,16
728,LASSO (Shap),0.4861508504212366,classification,1,34,16
729,Vanilla,0.48162931171514867,classification,1,34,32
730,LASSO (Saabas),0.485851348487257,classification,1,34,32
731,LASSO (Shap),0.4940302283685689,classification,1,34,32
732,Vanilla,0.4881315901022625,classification,1,34,64
733,LASSO (Saabas),0.48206114555184654,classification,1,34,64
734,LASSO (Shap),0.4896679118317172,classification,1,34,64
735,Vanilla,0.4821735464512158,classification,1,35,1
736,LASSO (Saabas),0.48538297061503277,classification,1,35,1
737,LASSO (Shap),0.48690876010987716,classification,1,35,1
738,Vanilla,0.4796671349642774,classification,1,35,2
739,LASSO (Saabas),0.492473828845434,classification,1,35,2
740,LASSO (Shap),0.48735851268225816,classification,1,35,2
741,Vanilla,0.46922528739146896,classification,1,35,4
742,LASSO (Saabas),0.49326730167143173,classification,1,35,4
743,LASSO (Shap),0.4968265333915449,classification,1,35,4
744,Vanilla,0.48496280516497725,classification,1,35,8
745,LASSO (Saabas),0.5015812830448518,classification,1,35,8
746,LASSO (Shap),0.4972278706728479,classification,1,35,8
747,Vanilla,0.4793910828660266,classification,1,35,16
748,LASSO (Saabas),0.49779894460328056,classification,1,35,16
749,LASSO (Shap),0.4944294102224782,classification,1,35,16
750,Vanilla,0.48084325846800424,classification,1,35,32
751,LASSO (Saabas),0.4875306559394237,classification,1,35,32
752,LASSO (Shap),0.48610127233119904,classification,1,35,32
753,Vanilla,0.48718240560009196,classification,1,35,64
754,LASSO (Saabas),0.49002404342993167,classification,1,35,64
755,LASSO (Shap),0.49072691454163175,classification,1,35,64
756,Vanilla,0.46920974740268206,classification,1,36,1
757,LASSO (Saabas),0.4815778997164867,classification,1,36,1
758,LASSO (Shap),0.4868264518400388,classification,1,36,1
759,Vanilla,0.463657368548673,classification,1,36,2
760,LASSO (Saabas),0.4809782608695652,classification,1,36,2
761,LASSO (Shap),0.49010034879600095,classification,1,36,2
762,Vanilla,0.45970834965400176,classification,1,36,4
763,LASSO (Saabas),0.4757196540484583,classification,1,36,4
764,LASSO (Shap),0.49018515798407103,classification,1,36,4
765,Vanilla,0.45461396955962163,classification,1,36,8
766,LASSO (Saabas),0.48624036497677803,classification,1,36,8
767,LASSO (Shap),0.49292499020759895,classification,1,36,8
768,Vanilla,0.45772247402682187,classification,1,36,16
769,LASSO (Saabas),0.46680011727566073,classification,1,36,16
770,LASSO (Shap),0.46729979202805283,classification,1,36,16
771,Vanilla,0.4577948969932666,classification,1,36,32
772,LASSO (Saabas),0.47048989983772593,classification,1,36,32
773,LASSO (Shap),0.47714363237461055,classification,1,36,32
774,Vanilla,0.4579984681886856,classification,1,36,64
775,LASSO (Saabas),0.4726803667021058,classification,1,36,64
776,LASSO (Shap),0.4739022310353832,classification,1,36,64
777,Vanilla,0.4790600726652964,classification,1,37,1
778,LASSO (Saabas),0.507416236260098,classification,1,37,1
779,LASSO (Shap),0.5015498954932547,classification,1,37,1
780,Vanilla,0.4669362825539951,classification,1,37,2
781,LASSO (Saabas),0.48170196288427103,classification,1,37,2
782,LASSO (Shap),0.48668157975045057,classification,1,37,2
783,Vanilla,0.46064961162644746,classification,1,37,4
